x	y	z	rrmse
6.22111	-12.8861	-31.037	0.2548055162320907
-5.78006	20.6101	-0.172631	0.25138002020868316
14.2408	19.4774	19.0048	0.24649900577514847
-4.96225	-14.8699	-0.666171	0.20856419688290373
-20.2769	10.3385	15.6882	0.22491371674607716
15.3561	-8.06527	33.4176	0.2275420384769386
25.4683	9.48752	-12.0755	0.2598029456878099
-13.4288	-8.04267	21.8967	0.19772289667427564
-7.2397	-11.0472	-18.5323	0.26602519112231543
21.2642	4.85605	-23.7142	0.23589815489510485
-31.0709	3.65677	-19.3052	0.25449877847706903
-32.7976	-7.81272	16.6095	0.24458844185517062
-30.7137	-9.7559	-0.679401	0.2294966751119664
4.86748	2.26963	19.1072	0.2315805619356069
30.2553	-2.53358	1.05411	0.2425232447922593
30.352	-6.91728	17.146	0.24558293740405404
-24.9898	-13.0628	-13.7181	0.2120463484010175
-10.9778	13.3742	-20.4356	0.19483412678532228
9.10081	25.5636	3.7214	0.2008528718064828
16.7674	-13.2304	-12.4568	0.16495618333826406
-31.1235	10.4902	1.75302	0.28742562945755806
5.07934	-15.2587	9.10044	0.261877740737522
20.3812	3.69001	9.41949	0.22788210151482308
0.655864	13.4205	23.7158	0.29265420293943956
28.8056	-4.52995	-13.7978	0.2258718805001793
-18.4725	15.3241	10.3393	0.24224351138825417
-16.5291	-1.50736	-29.2847	0.242362607584528
-19.5917	-13.8046	11.3451	0.25703507507390794
-32.1649	8.81039	-9.24431	0.2462024641813116
16.5407	11.6036	21.3746	0.2692860369331128
23.2369	-3.53351	-26.6747	0.20682830877325947
27.608	-20.5907	24.6693	0.24120251781427302
-3.48502	-8.7444	-31.2104	0.2263876907737735
-7.52222	6.3284	-25.8654	0.2167021818997638
2.00352	20.3314	15.8214	0.2309799784744643
14.6412	-12.8916	7.84839	0.19506357116663642
-22.6494	-3.51093	21.3704	0.24936668770768824
16.4885	-18.134	19.0543	0.26029095731268076
20.0486	14.0748	-2.0083	0.19838086730622978
-14.202	-14.1909	14.9383	0.23944753800194793
6.61248	-13.8574	-23.4047	0.2056932463874331
-1.24208	1.17363	-28.8149	0.24679157265562895
-23.8659	-0.137167	-26.8449	0.277075798619299
-37.4309	-6.72623	5.68725	0.19105357730760725
-35.8764	-4.17355	-6.3882	0.2417512912369369
13.3949	14.7782	26.8586	0.26058763786291783
26.7285	-8.18289	-9.60359	0.2483812973934782
34.7066	-27.8311	14.9922	0.2658150620610869
-23.9473	-8.07897	-23.7557	0.2620541625814877
0.394809	14.8324	-19.1005	0.2378387817479856
2.9435	23.0474	-3.09799	0.28921720736414275
16.7916	-13.2533	2.32137	0.21214689461687972
-36.1986	0.926571	8.4985	0.26575796982411887
0.172641	2.87466	24.5995	0.26593356578845395
19.4032	0.474941	14.0366	0.23394422599728712
-4.10717	15.5585	20.8756	0.23649564534958895
17.4258	-11.1722	-28.2914	0.2432041328033736
-16.7744	16.6875	-8.63569	0.1638614590180878
-17.4231	11.5337	-21.9194	0.2564082891958247
-9.78471	-16.6447	9.60044	0.2207344074663998
-27.7502	13.6617	-2.65925	0.2377662637264378
11.4644	17.5776	-8.08242	0.2635653299829092
29.8645	2.23019	-14.7109	0.2696583589220585
29.9832	-16.8312	15.2764	0.3048263653713352
1.67282	-3.29394	-32.1499	0.26394021424739317
-5.18183	21.0783	4.11497	0.24129793720211126
14.3389	24.1308	9.81427	0.2540027188518746
5.79159	-13.9773	1.40782	0.2757814177295971
-7.92082	17.3255	16.6242	0.2750913930980289
6.92246	-12.0922	25.0034	0.27088828980842317
15.6261	9.80296	-20.9436	0.22888929571507594
-0.351182	-13.9544	19.8933	0.19074283902918193
-6.07146	-12.4308	-7.38435	0.24013382057887048
20.6178	10.1767	-16.3088	0.23125331733066132
-25.1876	6.74398	-21.8013	0.2712702884170718
-23.8874	-6.91352	19.0359	0.1868509009056611
-27.9261	-10.7547	-8.60914	0.23808384969135177
14.6779	9.10052	12.8756	0.3033431595328322
32.3126	2.93021	0.335191	0.2149139903925334
30.9986	-12.5664	20.5806	0.22761796396897208
-12.9181	-15.2144	-4.44852	0.25587020838480407
-8.75701	17.0354	-11.9194	0.20253851877193663
2.84215	21.2472	-7.16668	0.1877871439189902
-1.19927	-9.95132	-8.80671	0.2095701594920163
-25.7835	5.58089	15.0944	0.20387998980793604
-6.41261	-10.2357	21.901	0.2577545646543193
18.2463	13.6709	-13.613	0.23585767280698205
-6.68133	5.59814	24.9218	0.2679217973161277
22.0955	-12.5121	-13.1424	0.2512371914206125
-11.187	19.9101	7.61937	0.27230876307313173
-4.54012	-2.42066	-29.5374	0.2088411537642997
-21.2729	-13.489	2.17544	0.2677473336810083
-26.2135	12.3738	-16.6801	0.2521507965708209
17.4709	12.5754	2.85483	0.2774918792091084
11.4864	-7.79044	-32.4812	0.2686803010910123
22.7366	-13.0605	28.9792	0.28843858354503793
-9.01405	-7.28992	-29.0	0.2701839462753033
8.22217	8.30391	-25.2212	0.20463409508091054
5.52005	18.5875	19.2056	0.20908550822886007
12.142	-13.6842	-3.25922	0.2636458477736918
-31.4392	-3.66809	20.0646	0.23776462091971617
15.4791	-15.8631	25.9339	0.24613082089125315
5.80071	18.1104	-12.7828	0.2785614581415178
6.30429	-15.442	19.0598	0.2607750165969738
4.81759	-11.5047	-18.6805	0.2740405671884532
11.8305	-0.188558	-31.1812	0.2734128775182872
-27.6338	-9.20201	-19.52	0.2628184598415212
-32.1369	-12.4417	12.1323	0.21428640730392545
-34.5079	1.45126	-9.52893	0.2506223658631776
13.9753	8.44828	23.3063	0.2525147733413699
24.748	-10.1137	-2.9405	0.25725772607368813
39.1181	-22.5525	15.637	0.25159503430136676
-14.3365	-13.0016	-18.4287	0.2590500384754388
0.784047	10.4441	-24.9442	0.24509887507739467
6.35297	23.6614	8.31588	0.28150673702954215
23.1046	-8.48377	4.32155	0.19406011140014767
-33.9112	0.0554244	17.7319	0.2565565528689667
4.08489	-3.11392	27.2949	0.24657848650426722
22.5707	-6.09767	24.1745	0.2322676327239209
-12.5593	8.80696	23.7016	0.22551679087765705
11.819	-12.2287	-15.7681	0.2486052920801313
-18.5295	16.2934	-0.0422638	0.23333647454048573
-13.1012	7.92035	-25.5641	0.2294858632729276
-16.9313	-16.4906	5.6418	0.24939629222728618
-27.2004	11.6912	5.41099	0.24339984352555386
17.4348	19.9601	5.13127	0.25533251147177033
26.1665	1.36994	-22.1567	0.27641712784424455
24.887	-23.5936	20.4751	0.3146180580401904
12.7563	-15.0195	-29.033	0.2861384645002939
-10.7037	18.6856	-2.84418	0.22974251488037284
16.9357	18.4864	21.3476	0.25428633156630986
-5.79673	-16.6966	4.62716	0.2094469129894252
-18.9865	9.78733	20.4026	0.27062509199128426
12.846	-1.87145	32.3221	0.24156985236146186
24.6227	12.0485	-6.71663	0.2407250016307206
-15.1745	-2.32943	24.2786	0.19670366649406587
-1.39268	-10.7083	-19.4635	0.2656048226997441
18.5283	4.8109	-27.0957	0.2227106319100503
-32.9387	7.31466	-15.9395	0.2615509554372753
-37.0604	-3.40868	12.9529	0.2461008743714213
-35.8531	-6.80156	-0.809116	0.24522113328347453
10.7159	1.74646	15.6307	0.22760420822551236
25.6294	-2.4062	4.31577	0.2213101026042747
34.4471	-11.5848	16.211	0.22561588330362334
-20.3923	-14.2529	-10.5709	0.21431358435852985
-6.8967	14.6674	-17.379	0.18965652637494607
10.7841	25.1064	-2.07812	0.19810584123383582
19.0174	-13.7797	-7.23466	0.1865644473995673
-32.4871	5.94977	1.50589	0.27989793455892426
-0.656544	-15.8909	7.65106	0.2589161909588596
25.7993	2.64258	4.50299	0.2220853225768673
-2.2146	10.1336	24.8537	0.27883122545623934
23.9362	-8.84417	-17.6972	0.24140410521646666
-22.3911	10.952	10.7378	0.26005653862485445
-17.5989	-9.02726	-27.3996	0.2723636616359751
-24.9023	-11.6908	8.02347	0.24655188669144912
-34.0662	7.21741	-4.0194	0.25223094352979375
15.9886	10.9258	17.2363	0.25642895255354786
19.7506	-0.128848	-30.6943	0.19246395269221492
31.2435	-22.2085	22.0454	0.24224288242974681
-3.33176	-12.1715	-25.2513	0.2151083423162597
-4.8121	10.0472	-24.0765	0.20435829249059778
12.3909	16.7097	5.43002	0.20735918773615997
10.7422	-14.2275	6.92628	0.20830815282459714
-23.1252	4.76649	22.7862	0.22641038577323935
20.7483	-14.6651	16.3194	0.2537698883485552
26.58	9.2177	3.18921	0.21827027826112627
-18.2644	-9.42817	18.1321	0.21596457247394824
1.27263	-11.1452	-27.3826	0.2084436673737581
2.00812	5.27114	-27.0947	0.22772504638069005
-27.7787	-1.84702	-23.394	0.26849242193746836
-34.4836	-10.1193	8.52211	0.21161842783017648
-36.1169	0.794519	-1.66046	0.2472036489577114
7.09141	13.2039	26.0994	0.2706262299705887
31.1782	-1.55549	-9.58035	0.2627798856346598
31.7465	-27.9007	18.7896	0.27840186092179386
-21.062	-12.1892	-19.7826	0.25716849690553756
-0.990883	17.4014	-13.4095	0.2537544252235282
2.69079	23.3752	4.04696	0.28952923137310715
21.0087	-12.8157	-0.585529	0.23156064129183437
-37.6306	-1.59337	2.106	0.24470534465967475
3.40109	4.06785	23.184	0.23748431139200193
21.958	-2.20641	17.9288	0.25843728662818866
-8.33684	11.6792	23.9216	0.2197791470010845
21.4481	-8.86781	-23.0271	0.25102535035199336
